喂遲啲去唔去旅行啊	ssssssbes
"噉樣	sbe
哦	s
跟住係乜嘢啊	besbes
跟住冇嚹	bess
有冇嗰個啊	bebes
跟住我話俾佢聽誒之上就喇	bessssssbess
之上呢就然後就	bessbes
乜嘢之上已經冇嚹	bebebess
同嗰個係個來𡃉	sbessss
係囖	ss
咪啱囖	sss
即係我哋會講話噉樣𠺢嗎	bebesssbess
係啊係啊係啊	ssssss
冇錯𡃉	bes
係囖	ss
係囖	ss
冇錯𡃉	bes
噉跟住再上咪囖	sbessss
佢都唔識𡃉喇	ssssss
但佢好認真噉問我𡃉	sssbessss
佢都唔係科學人	ssbebes
佢都唔知係幾多係幾多係幾多	sssssbesbesbe
噉我"又問"	ssssss
好似係每個加三個零𡃉係唔係啊	besssssssssbes
係啊	ss
係囖	ss
唉冇錯	sbe
十嘅三次咪囖六次咪囖九次𠻺囖十二次咪囖	ssssssssssssssbesss
哎啊冇錯嚹啱啊啱啊	ssbesssss
但係我有同佢講	besssss
我話每一個係加多三個囖	sssssssssss
係啊	ss
係啊	ss
我有同佢講啊哩樣	ssssssbe
但係呢佢啊跟住問完哩樣呢佢又問	besssbessbessss
重有乜嘢低能問題啊	bebebebes
佢問乜嘢係啊	ssbess
	
我話俾佢聽係囖	sssssss
教佢英文名吖嗎	ssbesss
佢啲英文咁掂	ssbess
吖嗎	ss
我冇同人講	sssss
讀都讀錯	ssss
走喇你扮晒嘢	ssssss
係144唔係614	ssssbesss
唔晌𡃉	sss
兩個字來𡃉	sssss
唔係614	bebme
啊係啊係啊	sssss
唔係614係144啊	bebmesbmes
冇錯	be
○好叻咩你	sssss
跟住我咪解釋俾佢聽乜嘢係乜嘢乜嘢叫阿	bessbesssbesbebess
佢又問我三十二嗰啲乜嘢啊	ssssbmebebes
噉究竟係乜嘢	sbesbe
噉你有冇講埋嘅種類俾佢聽啊	ssbesssbessss
嘅種類	sbe
由最原始嘅去到嘅去到去到	ssbesbesbebe
冇喎	ss
有乜嘢分別	sbebe
我都唔識	ssss
噉都啱𠸏	ssss
唔好講佢都唔識	besssss
噉你而家講俾我聽	ssbessss
越講越亂	ssss
我淨係知道最新款隻	sbebessss
噉有乜嘢好處吖	ssbebes
重比更加快𡃉	ssbess
係囖	ss
咪即係快同慢	sbesss
有啲乜嘢分別	bebebe
噉其實係一種廢嘢來𡃉啫	sbessssssss
半導體	bme
越做越平	ssss
係咩	ss
好平𡃉咩	ssss
唔平𡃉	sss
三十二都要成千蚊𡃉	bmessssss
我買電腦嗰陣就貴	ssbebess
我買完電腦就開始平嘞	sssbesbess
唓冇用嘅	sbes
噉重有乜嘢笑話啊	sbebebes
問完哩樣又問嗰樣	ssbessbe
跟住就問下係啲乜嘢來𡃉	besssssbess
佢乜都唔識㗎	ssssss
係啊	ss
有冇搞錯啊	bebes
叫佢去買本"基本電腦學習入門"喇	ssssssbebebebess
誒要嚹要嚹要嚹	sssssss
好傻啊呵	ssss
有時覺得佢呢真係好鬼傻𡃉	bebessbessss
唉	s
係唔係哩個啊	sbebes
4343	bmme
1111	bmme
1111	bmme
夠鐘夠鐘	bebe
拜拜	be
3而家開始嚹而家開始對話啊	sbebesbebebes
喂而家近排興乜嘢機啊	sbebesbess
興同埋囖	sbes
誒講下同有乜嘢分別啊	sssssbebes
我𠻺唔識買𡃉嚹	sssssss
買嗰啲遊戲機噉樣	sbebmebe
啊你教下我買啊	sssssss
兩部都係遊戲機	ssssbme
不過唔同款唧	bebess
噉定啲遊戲好玩啊	sssbebes
梗係喇真係	besbe
有乜嘢好處啊	sbebes
唔使插啊嗰啲囖	bessbes
冇咁麻煩喇	ssbes
即係方便啲喇	bebess
係吖	ss
而家興改機吖嗎	besssss
將部機改咗玩翻版碟吖嗎	ssssssbesss
噉呀	ss
正版碟好貴啊	bessss
三百幾蚊	bmes
人哋翻版碟廿蚊隻啫嗎	bebessssss
噉𠻺幾抵啊翻版碟	sssssbes
真係幾抵啊翻版碟	besssbes
一百蚊四隻	besss
一百蚊四隻真係好抵	besssbess
抵到爛啊真係	ssssbe
係吖	ss
啲𠻺好抵啊	sssss
喇真係有賴中國呵	sbebebes
真係中國真係真係正啊	bebebebess
真係出產咁多翻版遊戲碟	bebessbebes
簡直係翻版王國	besbebe
喂其實而家買買啲遊戲呢喺邊度買最平啊而家	sbebesssbessbessssbe
熱門地點啊去下旺角好景啊信和啊或者深水埗黃金啊香港東方188啊嗰啲	bebesssbebesbesbebmebesbebmmmesbe
啲地方係成個商場都係賣翻版碟𡃉	sbesbebesssbess
噉我聽講好景嗰度啲好正𡃉喎係唔係呢	ssbebebessssssbes
事實係唔係噉呢	besbess
係啊	ss
嗰度十幾間度聚集埋一齊噉𠻺星期六日好多人啊迫下迫下噉樣	bebessbesbessbmesbessssssbe
噉聽講聽人講話好景係唔係話好少人幫襯啊近排	sbessssbesbessssbesbe
因為啲冷氣問題係唔係	besbebesbe
定係有乜嘢原因呢	besbebes
誒多人喇嗰度好景嗰度好迫𡃉嗰度	ssssbebebesssbe
因為原本唔係愛來賣翻版碟就噉賣第二啲嘢嘅而家改咗來買翻版碟好迫	bebebesssbessssbesssbessssbesss
又無冷氣好焗噉樣	ssbessbe
啲人又最好多數都唔會選擇好景啊	sssssbesssbebes
多數選擇啲誒大啲嘅商場噉樣來賣翻版碟	bebesssssbebessbes
噉好景會唔會啲碟平啲啊	sbessssssss
佢哋嗰度咁少人佢會吸引啲人客來啊噉樣	bebesssssbesbessbe
會啲碟啊平嘅	ssssss
一百蚊十隻啊噉樣會唔會呢	bessssbessss
噉啊差唔多𡃉啫	ssbmess
碟價都係廿二十蚊啊三十零蚊度喇噉	sssssbessbesssss
噉啊你買得翻版碟𠻺預咗佢壞𡃉嚹	sssssbessssssss
噉𠻺換啊噉樣囖	ssssbes
噉其實而家而家話換換嗰啲翻版碟嘅問題會唔會話好啲人話唔肯同	sbebebesssbebessbesssssssssss
噉樣話話話丙人啊噉樣啊	bessssssbes
換又唔會唔換𠸏改機嗰啲	sssssssssbe
最緊有錢𠻺同你改𡃉嚹佢係唔係	ssssssssssssbe
其實玩係點樣改機呢其實其實點為之改機	bessbesssbebesbess
改機𠻺即係燒粒落去啊破壞佢嘅誒哩個開開碟嗰個程式噉𠻺可以玩	sssbessbesbesssbesssbebessbes
噉嗰個價錢係點啊	sbebesss
價錢而家平喇	bebess
千二蚊有得交易啊一部機	besssbessss
改埋機有埋手掣	sssssbe
噉即係你意思係全套服務就一千二百蚊嘞	sbesbesbebesbmmess
係	s
噉其實都幾抵喎	sbessss
幾抵	ss
有好多人買吖而家	sbesssbe
噉而家任天堂嘅情況點啊	sbebmesbess
因為任天堂幾年前都係一代機王來𠻺	bebmesssssbebess
一九九三年嗰陣時我哋都係噉我作為一個打機人都係一代機王來吖超級任天堂	bmmmebmebessssbessbesssbebessbmmme
噉而家你對對任天堂點睇法呢	sbesssbmessss
任天堂呀而家唔興玩超級任天堂玩64囖	bmesbesssbmmmesbes
但係嗰度宣傳唔夠啊所以	bebebesssbe
同埋啲呢係一盒盒帶好貴吖	bessssbessss
出唔到翻版噉又好少人去玩囖	sssbessssssss
除非係啲打工仔啊有錢啲人玩	bessbmesbesss
噉𠻺帶吖嗎要用	sssssss
所以就貴啲囖	bessss
餅帶都成三百幾蚊嘞	ssssbmess
係	s
就唔可以用嘅形式玩嚹	ssbessbess
噉𠻺部機𠻺好平𡃉啫	sssssssss
噉𠻺質素梗係高啲喇	ssbebesss
新一代嘅機	sssss
但係爭在係嗰啲遊戲同埋嗰啲帶囖嗰啲方式	besssbebebebessbebe
噉咪而家即係噉吖你而家一個禮拜買幾多隻呢	ssbebesssbessbesbess
誒一個禮拜呀	sssbes
視乎出幾多新囖	besbess
一個禮拜出成十隻嘅話如果係好玩嘅話咪買囖	ssbessssbebesbebesss
噉咪買成三百零蚊都有𡃉真係	ssssbesssssbe
其實你嘅最你而家去開最最常去邊一笪地方買買翻版	bessssbesssssssssbessbe
最常呀	sss
去龍珠囖嗰度少人夜晚又開得夜少人啊	sbesbessbesssssss
好大啊嗰度	sssbe
噉𠻺係龍珠的確係一個新地方記得我我我我讀書嗰陣時都有去龍珠	sssbebessssbebessssbebmesssbe
不過我嗰陣時呢就唔係話咁先進嘞啊	besbmessbessbess
淨係買任天堂嗰啲紅白機嗰啲盒帶嘞	besbmebebmebebes
噉吖雖然而家紅白機𠻺而家咗喇已經已經冇𡃉喇已經	ssbebebmesbessbebesssbe
即係係鴨寮街先有得賣𡃉喇啲垃圾佬度	besbmesbessssbmes
噉樣其實就其實你覺得呢打機哩項嗜好你點睇	bebesbesbesbessbesss
有冇話好處多過壞處定係話壞處多過好處	besbessbebesbessbe
打機𠻺有優點有缺點𠸏	bessbesbes
優點就係令到你冇咁悶喇	bessbesssss
缺點就係你沈迷咗哩個遊戲機呢就讀唔到書𡃉噉樣囖	besssbesbebmesssssssbes
同埋成日對部電視機唔出街噉樣我覺得係好似好孤單噉囖好單獨噉成日都唔	bebessbmesbebesbesbesbesssbesbess
係啊	ss
如果作為一個新人呢	bebessbes
作為一個即係我我未買過遊戲機你建議我我買邊種遊戲機𠻺或者邊個套餐	bessbesssssbmesbesssssbmesbebebe
誒最好呢就最有用嘅遊戲呢就真係買電腦喇	sbesssbesbessbesbes
電腦益智有電腦遊戲又益智又多嘢玩	bebesbebesbessss
有嘅話多數啲遊戲機呢就興得幾年呢就唔興𡃉嚹就轉第二款噉	sbebesbmessssssssssssssbess
啊噉呀噉即係建議我買嚹係唔係啊	ssssbebessssbes
或者電腦囖買	bebess
或者買電腦噉樣	besbebe
係嚹	ss
哦噉明白嚹噉樣	ssbesbe
喂你下年畢業嚹喎	ssbebess
你諗住做乜嘢啊	ssssbes
我諗住揾返誒類似我家姐而家做𡁵嗰份工	ssssssbesbebesssss
嗰啲噉嘅嘢囖	bessss
佢嗰份工就有得成日返大陸嘅	sssssbebesbes
噉我自己又鍾意成日周圍去𠺢嗎	ssbesbebebesss
鍾意去旅行	besbe
如果揾第時揾到哩啲工呢可以周圍去嘅呢噉𠻺最好嘞	besbessbessbebessssssss
我實唔做教書嘅	ssssbes
我𠻺最憎啲小朋友嘅	sssssbmes
不過你我覺得你思想唔成熟喎	bessbesbesbes
同埋個人又唔夠	besssss
噉點啊	sss
噉揾啲邊啲工啱啊你意思係	sssbessssbes
可能乜嘢啊	bebes
唔夠	ss
唔可以勝任囖我覺得	sbebessbe
唔可以	sbe
即係做唔來你覺得	bessssbe
係啊	ss
不能勝任覺得你	ssbebes
係喇唔夠成熟啊你個人	ssssbessss
噉邊啲工你覺得啱	sbessbes
有時傾生意	besbe
你點同人講啫	ssssss
冇嘢講𡃉喎	sssss
同人傾生意	sssbe
有時你會桀桀卡卡	bessbebe
跟住你又又對社會觸覺又冇喎	bessssbebesss
譬如出邊發生乜嘢事你完全唔知𡃉喎	bebebebessbessss
噉你覺得我適合做啲乜嘢工呢	ssbesbessbess
適合適合唔做嘢囖我覺得你	bebesbessbes
適合唔做嘢嫁咗去	besbesss
係啊適合唔做嘢喇或者	ssbesbesbe
即係做家庭主婦喇係唔係啊	besbebessbes
家庭主婦唔得	bebess
你又唔識煮餸又唔識打掃自己都要人整理自己	sssssssssbebesssbebe
我識得瞓覺	sbebe
我識得瞓覺	sbebe
嫁個有錢佬	ssbme
都有機𠸏你	sbess
你自己諗喇	sbess
自己努力喇	bebes
祝你成功	ssbe
誒你似可以做到乜嘢啊	sssbessbes
你覺得邊啲工啱我啊即係	sbebessssbe
我覺得都冇乜邊啲工啱你嚹	sbesssbessss
我都唔知出邊有啲乜嘢工	ssssbebebes
但係我覺得如果做嗰啲起碼係喇起碼觸覺敏感啲吖嗎	besbebesbebessbebebesss
或者都要醒啲喇	besssss
你成日都唔知人諗乜嘢	sbesssssbe
使知人諗乜嘢嘅咩	ssssbess
梗係要	bes
做生意啫嗎	sbess
梗係要喇	bess
你開會啊嗰啲嘢同人你開會嘅時候噉人哋傾啊人哋有時有啲嘢唔會	sbesbessssbesbesbessbebebesss
譬如佢可能噉樣講噉你就要知道佢內裏含意係講乜嘢𡃉喇	besbebesssssbesbebessbess
如果下下要人點呢就唔掂𡃉嚹	bebesssssssss
喂噉梗係做做下學一邊做一邊學𡃉喇	ssbessssbesbesss
我知	ss
噉個個出到來都係噉𡃉喇	sbessssssss
梗係唔係喇	bebes
弱啲	ss
唔係唔係弱	bebes
唔成熟	sbe
唔成熟啊真係	sbesbe
同埋諗嘢諗嘢唔得	bessssss
成日都自己咗嗰啲嘢呢	besbesbess
後果	be
後果有啲唔理喇	besssss
不過女人通常都係會唔理後果𡃉嚹	bebebesssssbess
我係女仔	ssbe
係女仔	sbe
女仔通常都係唔會理後果𡃉嚹	bebesssssbess
噉呢另外呢就死嚹死嚹想講乜嘢呢	ssbessssssssbes
重有呢你諗嘢又冇乜系統分析力又低	sssssssssbebmess
都好難做到喎	ssssss
噉到時先算喇	sbesss
重有半年之後嘅事	ssssbess
作文呢	bes
得唔得𡃉你	sssss
我唔鍾意作文	ssbebe
我最憎作文	sssbe
唔好講揾嘢做喇	besssss
寫專欄得唔得啊	sbessss
唔得啊	sss
嘩嗰啲好好啊	sbesss
正啊	ss
記者呢好唔好啊	besssss
唔鍾意做記者啊	sbesbes
嘩記者	sbe
佢如果請我我都做啊	sbessssss
有啲乜嘢工啊重有	ssbessss
算喇	ss
我又唔想做先生又唔想做記者	sssssbessssbe
哎吔好喇	bess
噉考試考完試先算喇	sbessssss
考完試先算喇	ssssss
遲啲先算喇	besss
而家都大把人揾嘢做喇都係大把人失業喇	besbesssssssbesbes
噉又係	sss
喂不如講下去旅行喇	sbesssbes
係喎	ss
你聽日去旅行喎	sbesbes
係啊	ss
去韓國玩呀	sbess
點解唔鍾意韓國啊	besbebes
韓國人呢俾我嘅印象呢佢哋呢睇唔起中國人喇	bmessssbesbessssbmes
不特止喇	bmes
佢哋淨係識得抄日本嘅嘢	bebebesbess
但係又憎日本人喎	bessbmes
另外呢佢哋呢做嘢呢又唔夠公平啊	besbesssssssbes
成日都偏幫自己喎	besbebes
舊時奧運呢佢哋幾差啊啲人格	bebesbessssbe
偏幫自己國家嗰啲人	bebebebes
完全唔得	bess
唔係吖	bes
我識得兩個女仔	sbessbe
即係嗰陣時係喺德國讀書嗰陣時識嘅同呢	bebmessbebebmessss
噉但係我覺得佢哋幾好吖	sbesbebesss
冇嘢呃	sss
反而係啲歐洲人呢鍾意自己埋一齊囖	bessbmesbebesbes
不過我喺歐洲""都識咗一個韓國女仔	bessbesssssssbebe
佢都唔錯都幾幾有趣𡃉佢個人成日都淨係掛住食辣嘢	sssssssbessssbesbesssss
佢個背囊嗰度呢有成五六樽嗰啲辣嘅嗰啲調味品𡃉	ssbebessssssbessbebmes
喀	s
有辣醬啊辣膏啊誒辣油啊	sbesbessbes
佢呢冇得食泡菜呢佢哋逼住呢喺度買外國嗰啲醃咗嗰啲泡菜食喎	ssbesbesbesssbesbebessbebess
喀	s
不過佢哋話好難食	bebessbe
另外啊佢買咗個辛辣麵啊喺背囊啊	besssssbmessbes
喺韓國帶去𡃉	sbesss
我同佢咗來食啊	sssssss
因為我鍾意食辛辣麵	besbesbme
所以就同佢咗來食	bessssss
幾好味𡃉	sbes
呢嗰陣時識咗兩個女仔呢一個叫一個叫嘅	sbmessssbessssssss
噉我哋呢喺德國嗰陣時呢就搞過兩次嘅噉一次就係佢哋兩個整嘢	sbessbebmessssssssssssbessss
噉一次就係我哋整嘢食囖	sssssbessss
嘩你哋整嘢食啊	sbessss
肯定唔好食喇	besbes
你哋淨係識攞水熠	bebessss
傻喇	ss
好好味𡃉整得	sbesss
我估下你哋食乜嘢吖	sssbesbes
整乜嘢食吖	sbess
好呃	ss
你攞水煲啲薯仔然後整爛啲薯仔然後俾人食	sssssbebesssbebesss
梗係唔係喇	bebes
我哋重有煲攞水煲完啲薯仔整爛啲薯仔重要加啲重要加啲牛油	bessssssssbesssbessssssssbe
啲牛油係好好味道	sbessbme
啲牛油跟住撈埋落啲薯仔度	sbebessssbes
一個完全表現唔到中國特色嘅食品	ssbebessbebesbe
哩個係一個純西式嘅食品	bessssbesbe
你哋應該整乜嘢呢	bebesbes
你哋應該整個酸辣湯	bebessbme
噉嗰度有料買酸辣湯啲嘢先得𠿪	sbesssbmesssss
酸辣湯嘅需要就係醋	bmesbesss
我唔信冇醋買	ssssss
算喇算喇	ssss
費事同你拗	besss
總之我哋整得好味道就好味道喇	bebessbmesbmes
例如炒菜啊蒸魚啊	bebesbes
我上次見到你呢我唔記得問返你去點先點𠻹	sbesssssbmessssssss
哦幾好啊我覺得幾好玩	sssssbesbe
幾好玩	sbe
係啊誒南丫島都幾得意吖	sssbmessbes
凍唔凍吖	ssss
唔唔係太凍即係細囖嗰度但係都幾得意吖	sbessbessbebessbes
即係行入去嗰條路嗰度呢有好多誒攤檔啊或者好多舖頭都幾得意吖	besbesssbessbesbesbebebessbes
幾有幾有特色噉樣喇	ssssbebes
同埋個本身都都幾好吖玩下遊戲啊傾下偈噉樣囖	besbesssssssbessssbes
哦你係唔係傾到好夜啊	sssbesssss
嗰晚	ss
誒兩點呀	sbes
好似兩點度○	bebess
嘩都幾夜喎	sssss
係啊係啊	ssss
都幾好玩吖即係同埋同啲人熟咗啲囖	sssssbebesssssss
譬如同啊傾多咗偈啊同都有傾過下偈囖即係行山嗰陣時傾	besssssssssssssssbebebmes
幾好吖	sss
係啊	ss
所以都都幾開心吖呢又有得	besssbesssbe
都好耐冇燒過嘢食啊	sssssssss
係喇係喇	ssss
我哋喺香港就覺得比較陰暗同埋凍凍哋	besbesbebebebesss
哦	s
不過我問阿威佢又覺得一啲都唔凍	bessbessbebesss
唔係太凍𡃉咋	bessss
我都我帶定件冷衫入去但係都用唔着都未未着過啫	ssssssbebebessssssssss
我嗰日淨係着住件加一件外套噉就搞掂嘞	sssbessssssbessbes
係啊	ss
都都幾好吖	sssss
噉搭船好快咋原來九個去就九個字度喇返就七個字七八個字	sbesssbessssssssssssssssss
係啊	ss
好近啫嗎南丫島其實好近好近	ssssbmebessss
最近啊應該係	sssbes
跟住就誒我再喺隔離碼頭搭返船入屯門好快所以	besssssbebessssbessbe
哦	s
係啊	ss
嗰日返到屋企都好攰嚹	ssssbessss
跟住原來我有個姑媽喺大陸落咗來	bebesssbesbesss
跟住就去咗食飯	besssbe
係喇	ss
跟住就晨早帶返佢出去九龍嗰邊俾另一個親戚即係探另一個親戚噉樣囖	besbesssbebebessssbebessssbebes
所以我返咗屋企好好少時間咋嗰個禮拜即係啱啱嗰個禮拜係夜晚食餐飯	besssbesssbesbebebebebebesbesss
不過都好做功課囖	besssbes
做成點啊你嗰題	sssssss
噢好慢啊誒因為呢睇啲睇咗好耐囖唔知點解跟住	sssssbessssssssssbebe
今晚落筆𡃉嚹其實諗住	bebessbess
吖開始落筆𡃉嚹	sbebess
係啊	ss
希望今晚可以開始喇	bebebebes
係啊希望喇	ssbes
如果落到筆其實就快囖但係爭在要跟住寫完之後又要打喇跟住就又開始	besssbesssbebesbessbessssbessbe
你聽日返屋企𡃉嚹喎係唔係啊	sbesbessssbes
係啊聽日會返	ssbess
返去做冬	bebe
係啊聽日又會又會接我姑媽喇出誒九龍"嗰頭"	ssbessssssbesssbesbes
哦佢重未走重喺度	ssssssbe
係啊佢九日啊	ssssss
我啱啱星期日嗰日係第一日呀	sbebmesssbess
定星期六係第一日呢	sbmesbess
唔記得咗喇即係總之佢聖誕節嗰日會走嘅	bmessbebesbmesssss
係啊	ss
所以就係喇聽晚會來我哋屋企食飯喇嗯跟住就唔知嚹跟住佢可能	besssbessbebebessbessssbesbe
佢喺佢個大本營就喺九龍嘅有個唔知乜乜同鄉會之類嗰啲嘢即係專招呼佢哋	ssssbmessbesssssbebmebebesbesbebe
哦	s
係啊	ss
原來我同阿威同一個鄉下嘅	bessbesssbes
你呀	ss
係啊	ss
番禺呀	bes
番禺啊	bes
係啊一樣	ssbe
哦唔講""	sssss
重喺應該喺附近噉樣𡃉係啊即係或者唔同村啊噉樣	ssbesbebesssbebebessbe
佢會返鄉下我知	sssbess
返鄉下過吖嗎	sbesss
係啊佢都""	ssssss
係喇幾好吖都幾好玩係喇	sssssssbess
傾偈喇傾傾傾偈傾得多囖	besssbessss
我問阿威呢邊個玩得最癲佢話佢喎	ssbesbessssssss
好笑阿威係喇個個都幾幾開心啊見但係臨走嗰陣時即係坐船呢	bebessbesssbessbessbmebebes
係啊我哋前晚查經呢阿同阿威都重係好攰啊	ssbebebesssbessssss
係咩	ss
係啊直程直程呢攰到呢好緊要好緊要冇精神噉囖	ssbebesssssbesbesbess
我諗係去令到係會攰啲𡃉	ssssbesssss
哦	s
可能你慣咗住就好啲𠸏	bessssssss
都係噉樣	ssbe
係噉又係我諗佢哋係夜瞓咗同埋即係要好多行來行去啊走走糴糴啊噉樣	ssssssbesbesbebesbesssssbebesbe
嗱噉哩一個就講信心喇不過我發覺後面有啲經文就唔係幾拏更嘅	sssssssbesbesbebebebesbesbes
哦好呃好呃	sssss
我哋祈禱先喇	bebess
好吖	ss
天父多謝你又可以同阿晴晴一齊睇聖經同埋即係睇關於信心哩個功課	bebessbesbmebesbebebesbebebebe
我求你都俾我哋有智慧同埋聖靈我又求你去住我哋去諗究竟乜嘢	sssssbesbebebessssssbessbebe
係呢你睇哩課嘅時候你覺得乜嘢係信心啊	sssssssbesbebesbes
何謂信心	bebe
信心呀	bes
我覺得係對一啲即係誒將來嘅事嘅把握啊或者係一啲明朗嘅表現囖	sbessbebesbesssbesbesbebesbes
你覺得即係將來你係有誒會覺得會有希望有個盼望啊噉就又係信心囖	sbebebesssssbessbessbesssssbes
係喇噉我哋睇下即係聖經其實都有解釋乜嘢叫信心喇就係希伯來書十一章一節	sssbessbebebessbebesbesssbmmebesss
其實都好似你正話嗰個解釋	besbesbebebe
嗯	s
希伯來書十一章一節等我讀喇"信就是所望之事的實底是未見之	bmmebessssssssssssssssbessss
